Código;Descrição;Cor;Grade;Preço Venda
511508;BLUSA EM CREPE REGATA COM PREGAS;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;59,9
511508;BLUSA EM CREPE REGATA COM PREGAS;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;59,9
511508;BLUSA EM CREPE REGATA COM PREGAS;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;59,9
511508;BLUSA EM CREPE REGATA COM PREGAS;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;59,9
511508;BLUSA EM CREPE REGATA COM PREGAS;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;59,9
511508;BLUSA EM CREPE REGATA COM PREGAS;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;59,9
511508;BLUSA EM CREPE REGATA COM PREGAS;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;59,9
511509;BLUSA ALCA EM CREPE ESTAMPADA DECOTE VAZADO TIRAS;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;79,9
511509;BLUSA ALCA EM CREPE ESTAMPADA DECOTE VAZADO TIRAS;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;79,9
511509;BLUSA ALCA EM CREPE ESTAMPADA DECOTE VAZADO TIRAS;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;79,9
511509;BLUSA ALCA EM CREPE ESTAMPADA DECOTE VAZADO TIRAS;050-CORAL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;79,9
511509;BLUSA ALCA EM CREPE ESTAMPADA DECOTE VAZADO TIRAS;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;79,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;006-LARANJA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;006-LARANJA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;006-LARANJA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;006-LARANJA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511510;CONJ EM VISCOSE BLUSA MG CURTA COM SHORT;006-LARANJA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;022-VINHO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;005-ROSA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;022-VINHO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;050-CORAL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;005-ROSA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;050-CORAL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;005-ROSA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;050-CORAL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;050-CORAL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;005-ROSA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511511;CALCA WIDE LEG EM ALFAIATARIA COM BOLSO;022-VINHO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511512;SAIA LONGUETE COM FIVELA COM BOLSO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;050-CORAL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;050-CORAL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;050-CORAL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;009-MARROM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;050-CORAL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;009-MARROM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511513;BLUSA EM CREPE ALCA COM FRANZIDO;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;69,9
511523;VESTIDO MIDI ALCINHA PESPONTO ZIPER LATERAL;005-ROSA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;169,9
511557;SHORT JEANS DESFIADO C/ FRANJA STRASS;017-JEANS CLARO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511557;SHORT JEANS DESFIADO C/ FRANJA STRASS;017-JEANS CLARO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511558;BLUSA EM CROCHE COM FRENJA;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511558;BLUSA EM CROCHE COM FRENJA;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511558;BLUSA EM CROCHE COM FRENJA;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511558;BLUSA EM CROCHE COM FRENJA;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511558;BLUSA EM CROCHE COM FRENJA;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511558;BLUSA EM CROCHE COM FRENJA;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511559;BLUSA CROPPED ALCA TELA STRASS;012-CINZA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511559;BLUSA CROPPED ALCA TELA STRASS;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511559;BLUSA CROPPED ALCA TELA STRASS;012-CINZA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511559;BLUSA CROPPED ALCA TELA STRASS;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511559;BLUSA CROPPED ALCA TELA STRASS;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511559;BLUSA CROPPED ALCA TELA STRASS;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511559;BLUSA CROPPED ALCA TELA STRASS;012-CINZA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511560;BLUSA CROPPED EM CROCHE FLOR COSTAS AMARRACAO;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511560;BLUSA CROPPED EM CROCHE FLOR COSTAS AMARRACAO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511560;BLUSA CROPPED EM CROCHE FLOR COSTAS AMARRACAO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511560;BLUSA CROPPED EM CROCHE FLOR COSTAS AMARRACAO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511560;BLUSA CROPPED EM CROCHE FLOR COSTAS AMARRACAO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511560;BLUSA CROPPED EM CROCHE FLOR COSTAS AMARRACAO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511560;BLUSA CROPPED EM CROCHE FLOR COSTAS AMARRACAO;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511560;BLUSA CROPPED EM CROCHE FLOR COSTAS AMARRACAO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;99,9
511561;BLUSA CROPPED ALCA STRASS C/ RECORTE;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511561;BLUSA CROPPED ALCA STRASS C/ RECORTE;005-ROSA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511561;BLUSA CROPPED ALCA STRASS C/ RECORTE;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511561;BLUSA CROPPED ALCA STRASS C/ RECORTE;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511561;BLUSA CROPPED ALCA STRASS C/ RECORTE;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511562;SHORT STRASS ZIPER LATERAL;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511562;SHORT STRASS ZIPER LATERAL;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511562;SHORT STRASS ZIPER LATERAL;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511562;SHORT STRASS ZIPER LATERAL;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511562;SHORT STRASS ZIPER LATERAL;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511563;CONJ TOP ALCINHA C/ SAIA CARGO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511563;CONJ TOP ALCINHA C/ SAIA CARGO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511563;CONJ TOP ALCINHA C/ SAIA CARGO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511563;CONJ TOP ALCINHA C/ SAIA CARGO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511564;BLUSA CROPPED TQC STRASS;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511564;BLUSA CROPPED TQC STRASS;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511564;BLUSA CROPPED TQC STRASS;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511565;BLUSA CROPPED ALCA LARGA C/ STRASS;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511565;BLUSA CROPPED ALCA LARGA C/ STRASS;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511565;BLUSA CROPPED ALCA LARGA C/ STRASS;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511565;BLUSA CROPPED ALCA LARGA C/ STRASS;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511566;SAIA CORRENTE DETALHE ESTRELAS;012-CINZA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;259,9
511566;SAIA CORRENTE DETALHE ESTRELAS;012-CINZA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;259,9
511566;SAIA CORRENTE DETALHE ESTRELAS;012-CINZA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;259,9
511566;SAIA CORRENTE DETALHE ESTRELAS;012-CINZA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;259,9
511567;VESTIDO ALCINHA TELA COM STRASS;012-CINZA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511567;VESTIDO ALCINHA TELA COM STRASS;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511567;VESTIDO ALCINHA TELA COM STRASS;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511567;VESTIDO ALCINHA TELA COM STRASS;008-BEGE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511567;VESTIDO ALCINHA TELA COM STRASS;012-CINZA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511567;VESTIDO ALCINHA TELA COM STRASS;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511567;VESTIDO ALCINHA TELA COM STRASS;012-CINZA;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511569;BLUSA CROPPED C/ DET GALAO OMBRO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;159,9
511569;BLUSA CROPPED C/ DET GALAO OMBRO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;159,9
511569;BLUSA CROPPED C/ DET GALAO OMBRO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;159,9
511569;BLUSA CROPPED C/ DET GALAO OMBRO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;159,9
511569;BLUSA CROPPED C/ DET GALAO OMBRO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;159,9
511569;BLUSA CROPPED C/ DET GALAO OMBRO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;159,9
511570;BLUSA EM CREPE OMBRO DETALHE FLOR;003-VERMELHO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511570;BLUSA EM CREPE OMBRO DETALHE FLOR;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511570;BLUSA EM CREPE OMBRO DETALHE FLOR;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511570;BLUSA EM CREPE OMBRO DETALHE FLOR;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511570;BLUSA EM CREPE OMBRO DETALHE FLOR;003-VERMELHO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511570;BLUSA EM CREPE OMBRO DETALHE FLOR;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511570;BLUSA EM CREPE OMBRO DETALHE FLOR;003-VERMELHO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511570;BLUSA EM CREPE OMBRO DETALHE FLOR;010-VERDE;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;119,9
511571;BLUSA CROPPED EM LINHO DECOTE V C/ BOTOES;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;189,9
511571;BLUSA CROPPED EM LINHO DECOTE V C/ BOTOES;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;189,9
511571;BLUSA CROPPED EM LINHO DECOTE V C/ BOTOES;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;189,9
511571;BLUSA CROPPED EM LINHO DECOTE V C/ BOTOES;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;189,9
511571;BLUSA CROPPED EM LINHO DECOTE V C/ BOTOES;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;189,9
511571;BLUSA CROPPED EM LINHO DECOTE V C/ BOTOES;007-AZUL;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;189,9
511572;VESTIDO EM CREPE UM OMBRO SO DETALHE FLOR;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;299,9
511572;VESTIDO EM CREPE UM OMBRO SO DETALHE FLOR;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;299,9
511572;VESTIDO EM CREPE UM OMBRO SO DETALHE FLOR;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;299,9
511572;VESTIDO EM CREPE UM OMBRO SO DETALHE FLOR;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;299,9
511572;VESTIDO EM CREPE UM OMBRO SO DETALHE FLOR;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;299,9
511572;VESTIDO EM CREPE UM OMBRO SO DETALHE FLOR;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;299,9
511574;KIMONO VOIL DETALHE AMARRACAO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511574;KIMONO VOIL DETALHE AMARRACAO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511574;KIMONO VOIL DETALHE AMARRACAO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511574;KIMONO VOIL DETALHE AMARRACAO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511574;KIMONO VOIL DETALHE AMARRACAO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511574;KIMONO VOIL DETALHE AMARRACAO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511574;KIMONO VOIL DETALHE AMARRACAO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511574;KIMONO VOIL DETALHE AMARRACAO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511574;KIMONO VOIL DETALHE AMARRACAO;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511574;KIMONO VOIL DETALHE AMARRACAO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;179,9
511575;VESTIDO CHEMISE EM LINHO GOLA C/ BOTOES FRENTE;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;549,9
511575;VESTIDO CHEMISE EM LINHO GOLA C/ BOTOES FRENTE;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;549,9
511575;VESTIDO CHEMISE EM LINHO GOLA C/ BOTOES FRENTE;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;549,9
511575;VESTIDO CHEMISE EM LINHO GOLA C/ BOTOES FRENTE;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;549,9
511575;VESTIDO CHEMISE EM LINHO GOLA C/ BOTOES FRENTE;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;549,9
511575;VESTIDO CHEMISE EM LINHO GOLA C/ BOTOES FRENTE;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;549,9
511576;BLUSA CROPPED EM CREPE ZIPER LATERAL;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511576;BLUSA CROPPED EM CREPE ZIPER LATERAL;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511576;BLUSA CROPPED EM CREPE ZIPER LATERAL;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511576;BLUSA CROPPED EM CREPE ZIPER LATERAL;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511576;BLUSA CROPPED EM CREPE ZIPER LATERAL;047-MARFIM;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511577;BLUSA CROPPED TWILL COM MANGA;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511577;BLUSA CROPPED TWILL COM MANGA;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511577;BLUSA CROPPED TWILL COM MANGA;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511577;BLUSA CROPPED TWILL COM MANGA;001-BRANCO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;139,9
511579;BLUSA EM CREPE MANGA DET FRANZIDO;002-PRETO;PP/P/M/G/GG/EXG/46/48/50/52/125/135/Erro;129,9
